show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s7089,Movie,Title_7089,Director_498,Actor_859,India,"February 11, 2015",2019,TV-PG,114 min,Horror Movies,Description for Title_7089
s7090,Movie,Title_7090,Director_161,Actor_378,South Korea,"September 17, 2009",2000,TV-14,62 min,Romantic Movies,Description for Title_7090
s7091,Movie,Title_7091,Director_451,Actor_90,Taiwan,"July 11, 2021",1980,TV-14,62 min,"Documentaries, Anime Series",Description for Title_7091
s7092,TV Show,Title_7092,Director_102,"Actor_545, Actor_487, Actor_598",United States,"June 27, 2018",1961,TV-MA,2 Seasons,"Reality TV, Romantic Movies",Description for Title_7092
s7093,Movie,Title_7093,,"Actor_702, Actor_939",United States,"February 21, 2013",1942,G,155 min,Crime TV Shows,Description for Title_7093
s7094,Movie,Title_7094,,"Actor_274, Actor_630, Actor_937",United States,"April 28, 2013",2014,PG,102 min,"Stand-Up Comedy, Romantic Movies",Description for Title_7094
s7095,Movie,Title_7095,,Actor_853,United States,"January 08, 2016",1950,TV-MA,132 min,Docuseries,Description for Title_7095
s7096,Movie,Title_7096,Director_463,"Actor_204, Actor_327",United States,"July 30, 2015",1992,TV-Y,125 min,Children & Family Movies,Description for Title_7096
s7097,TV Show,Title_7097,Director_392,"Actor_955, Actor_617, Actor_79",United States,"April 06, 2017",1979,R,4 Seasons,Anime Series,Description for Title_7097
s7098,Movie,Title_7098,,"Actor_733, Actor_722, Actor_806",United States,"September 10, 2017",1956,TV-14,164 min,"Romantic Movies, Comedies, Crime TV Shows",Description for Title_7098
s7099,Movie,Title_7099,Director_292,,United States,"January 28, 2009",1982,TV-Y,169 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers",Description for Title_7099
s7100,TV Show,Title_7100,Director_400,Actor_987,Argentina,"October 27, 2015",1988,TV-PG,3 Seasons,"Action & Adventure, Children & Family Movies, Docuseries",Description for Title_7100
s7101,Movie,Title_7101,,"Actor_729, Actor_395, Actor_983, Actor_972, Actor_578",United States,"December 29, 2015",1967,PG,87 min,"Sci-Fi & Fantasy, Action & Adventure",Description for Title_7101
s7102,Movie,Title_7102,Director_486,,United States,"March 03, 2015",1995,TV-14,170 min,"Docuseries, Thrillers",Description for Title_7102
s7103,TV Show,Title_7103,Director_472,"Actor_283, Actor_190, Actor_165, Actor_47, Actor_916",United States,"September 23, 2009",2011,TV-PG,3 Seasons,Romantic Movies,Description for Title_7103
s7104,Movie,Title_7104,,Actor_6,Argentina,"October 27, 2015",1980,TV-14,80 min,"Horror Movies, Sci-Fi & Fantasy",Description for Title_7104
s7105,Movie,Title_7105,Director_45,,Mexico,"November 17, 2008",1958,TV-14,80 min,"Crime TV Shows, Documentaries, Children & Family Movies",Description for Title_7105
s7106,Movie,Title_7106,,,Australia,"August 07, 2017",2011,TV-PG,107 min,Documentaries,Description for Title_7106
s7107,Movie,Title_7107,Director_193,,United States,"October 13, 2020",1950,TV-G,114 min,"Crime TV Shows, Docuseries, Children & Family Movies",Description for Title_7107
s7108,Movie,Title_7108,Director_367,"Actor_576, Actor_547",Italy,"August 20, 2012",1987,TV-PG,89 min,Children & Family Movies,Description for Title_7108
s7109,TV Show,Title_7109,Director_1,"Actor_125, Actor_328, Actor_476, Actor_98",India,"November 29, 2010",1947,TV-MA,1 Seasons,Documentaries,Description for Title_7109
s7110,Movie,Title_7110,Director_200,Actor_810,United States,"July 08, 2016",2009,TV-MA,100 min,"Reality TV, Crime TV Shows",Description for Title_7110
s7111,TV Show,Title_7111,Director_426,"Actor_457, Actor_396, Actor_298",Canada,"January 16, 2012",1957,PG,6 Seasons,"Docuseries, Comedies",Description for Title_7111
s7112,TV Show,Title_7112,Director_128,Actor_544,Germany,"December 27, 2015",1970,TV-14,8 Season,"Anime Series, Children & Family Movies, Action & Adventure",Description for Title_7112
s7113,Movie,Title_7113,,Actor_750,Australia,"December 05, 2016",1982,TV-14,179 min,"Documentaries, Romantic Movies, Reality TV",Description for Title_7113
s7114,Movie,Title_7114,Director_305,"Actor_208, Actor_129, Actor_440",Turkey,"August 25, 2015",2009,PG,113 min,"Comedies, Anime Series, Thrillers",Description for Title_7114
s7115,Movie,Title_7115,,"Actor_904, Actor_650, Actor_156, Actor_867, Actor_660",Thailand,"June 13, 2016",2003,TV-G,175 min,"Docuseries, Thrillers, Horror Movies",Description for Title_7115
s7116,TV Show,Title_7116,Director_180,Actor_475,United States,"June 08, 2018",1981,PG-13,3 Seasons,Sci-Fi & Fantasy,Description for Title_7116
s7117,TV Show,Title_7117,Director_435,Actor_321,India,"November 14, 2018",2003,TV-MA,5 Seasons,"Crime TV Shows, Comedies, International Movies",Description for Title_7117
s7118,Movie,Title_7118,Director_431,"Actor_727, Actor_129, Actor_190, Actor_557, Actor_686",United States,"March 05, 2017",1965,TV-14,84 min,Sci-Fi & Fantasy,Description for Title_7118
s7119,TV Show,Title_7119,Director_420,"Actor_511, Actor_102, Actor_931, Actor_940, Actor_588",Turkey,"August 16, 2010",1947,PG-13,1 Seasons,"Dramas, Stand-Up Comedy, Thrillers",Description for Title_7119
s7120,Movie,Title_7120,Director_261,"Actor_676, Actor_2, Actor_58, Actor_379, Actor_317",United States,"May 06, 2019",1981,TV-Y7,126 min,"Crime TV Shows, Anime Series",Description for Title_7120
s7121,TV Show,Title_7121,Director_45,"Actor_547, Actor_608",Brazil,"May 01, 2012",2011,UR,6 Seasons,Documentaries,Description for Title_7121
s7122,Movie,Title_7122,Director_102,,United States,"September 11, 2016",1999,TV-PG,155 min,"Thrillers, Romantic Movies",Description for Title_7122
s7123,Movie,Title_7123,Director_277,Actor_525,India,"August 13, 2014",1955,PG,107 min,"Crime TV Shows, Reality TV",Description for Title_7123
s7124,TV Show,Title_7124,Director_232,,United States,"April 04, 2009",2019,TV-MA,4 Seasons,"Romantic Movies, International Movies, Reality TV",Description for Title_7124
s7125,Movie,Title_7125,Director_202,"Actor_683, Actor_231, Actor_116, Actor_467",United States,"April 13, 2014",1986,TV-14,123 min,"Thrillers, Reality TV",Description for Title_7125
s7126,Movie,Title_7126,Director_325,Actor_633,Turkey,"April 30, 2014",1947,TV-14,128 min,"Horror Movies, Action & Adventure, Children & Family Movies",Description for Title_7126
s7127,Movie,Title_7127,Director_385,"Actor_123, Actor_856, Actor_453, Actor_855",United States,"May 14, 2011",1964,NC-17,142 min,Documentaries,Description for Title_7127
s7128,Movie,Title_7128,Director_117,"Actor_348, Actor_533",India,"March 10, 2012",2003,TV-MA,79 min,"International Movies, Anime Series, Reality TV",Description for Title_7128
s7129,Movie,Title_7129,,"Actor_171, Actor_405",United States,"August 30, 2020",1958,TV-14,145 min,Comedies,Description for Title_7129
s7130,TV Show,Title_7130,Director_358,"Actor_997, Actor_963, Actor_919, Actor_633, Actor_380",India,"October 19, 2011",2011,TV-G,7 Seasons,"Crime TV Shows, Action & Adventure, Reality TV",Description for Title_7130
s7131,Movie,Title_7131,Director_165,"Actor_711, Actor_787, Actor_110, Actor_550, Actor_135",United States,"August 29, 2015",1969,TV-14,150 min,Crime TV Shows,Description for Title_7131
s7132,Movie,Title_7132,Director_82,"Actor_629, Actor_200, Actor_301",United States,"September 25, 2011",1954,TV-MA,90 min,"International Movies, Comedies",Description for Title_7132
s7133,Movie,Title_7133,,"Actor_868, Actor_268",Turkey,"April 29, 2020",1970,PG-13,94 min,Crime TV Shows,Description for Title_7133
s7134,Movie,Title_7134,Director_332,"Actor_289, Actor_832, Actor_178",India,"March 28, 2009",1986,PG-13,103 min,"Docuseries, Children & Family Movies, Documentaries",Description for Title_7134
s7135,Movie,Title_7135,,"Actor_373, Actor_980, Actor_61, Actor_651",United States,"September 09, 2018",1961,TV-14,114 min,Thrillers,Description for Title_7135
s7136,TV Show,Title_7136,Director_247,"Actor_99, Actor_812, Actor_11, Actor_295",Canada,"June 10, 2021",1999,TV-G,5 Seasons,"Crime TV Shows, Documentaries, Romantic Movies",Description for Title_7136
s7137,TV Show,Title_7137,Director_237,"Actor_511, Actor_661, Actor_904, Actor_839",United States,"July 31, 2009",1995,TV-MA,4 Seasons,"Crime TV Shows, Docuseries, Anime Series",Description for Title_7137
s7138,Movie,Title_7138,Director_131,,United States,"September 24, 2018",2005,TV-Y7,154 min,"Stand-Up Comedy, Sci-Fi & Fantasy, Comedies",Description for Title_7138
s7139,Movie,Title_7139,Director_105,"Actor_287, Actor_395",United Kingdom,"March 31, 2016",1993,PG-13,68 min,Action & Adventure,Description for Title_7139
s7140,Movie,Title_7140,Director_265,"Actor_311, Actor_391, Actor_586, Actor_229, Actor_206",United States,"December 08, 2016",1984,TV-14,117 min,"Docuseries, Action & Adventure, Anime Series",Description for Title_7140
s7141,TV Show,Title_7141,Director_399,,Japan,"April 15, 2013",1959,PG,7 Season,"Dramas, Reality TV",Description for Title_7141
s7142,Movie,Title_7142,,"Actor_894, Actor_518, Actor_742, Actor_65, Actor_611",United Kingdom,"August 13, 2019",1995,TV-MA,60 min,"Crime TV Shows, Docuseries, Horror Movies",Description for Title_7142
s7143,TV Show,Title_7143,,"Actor_363, Actor_597, Actor_286, Actor_31",Australia,"April 28, 2020",2001,TV-MA,3 Seasons,"Action & Adventure, Thrillers",Description for Title_7143
s7144,Movie,Title_7144,,"Actor_612, Actor_295, Actor_624, Actor_309, Actor_557",Argentina,"July 01, 2008",2012,TV-Y7,98 min,"Romantic Movies, Anime Series",Description for Title_7144
s7145,TV Show,Title_7145,,"Actor_238, Actor_937, Actor_984, Actor_893",United States,"September 12, 2016",1942,TV-MA,2 Seasons,"Dramas, Horror Movies",Description for Title_7145
s7146,TV Show,Title_7146,Director_486,"Actor_967, Actor_16, Actor_451, Actor_575, Actor_505",United States,"August 23, 2008",1978,TV-MA,1 Seasons,Docuseries,Description for Title_7146
s7147,TV Show,Title_7147,,"Actor_255, Actor_404, Actor_537, Actor_515, Actor_150",United States,"September 29, 2009",1990,TV-14,9 Seasons,"Stand-Up Comedy, Romantic Movies, Crime TV Shows",Description for Title_7147
s7148,Movie,Title_7148,Director_79,"Actor_787, Actor_893, Actor_613, Actor_377, Actor_478",United States,"March 24, 2016",1976,TV-MA,166 min,Documentaries,Description for Title_7148
s7149,Movie,Title_7149,Director_370,"Actor_260, Actor_412",Germany,"September 14, 2019",2008,TV-Y,111 min,"Children & Family Movies, Stand-Up Comedy",Description for Title_7149
s7150,Movie,Title_7150,,Actor_719,Mexico,"October 15, 2014",1976,TV-Y7,161 min,Docuseries,Description for Title_7150
s7151,TV Show,Title_7151,Director_206,"Actor_33, Actor_946, Actor_346, Actor_669, Actor_614",United Kingdom,"July 04, 2017",1950,TV-14,6 Seasons,"Docuseries, Dramas",Description for Title_7151
s7152,Movie,Title_7152,Director_450,"Actor_136, Actor_722, Actor_917",United Kingdom,"June 08, 2009",1978,TV-14,99 min,"Dramas, Romantic Movies, Children & Family Movies",Description for Title_7152
s7153,TV Show,Title_7153,Director_495,Actor_864,United States,"August 22, 2015",2001,TV-PG,1 Seasons,"Horror Movies, Comedies",Description for Title_7153
s7154,TV Show,Title_7154,,Actor_117,Canada,"June 28, 2014",1997,TV-MA,1 Seasons,"Anime Series, Action & Adventure, International Movies",Description for Title_7154
s7155,Movie,Title_7155,Director_310,"Actor_682, Actor_709, Actor_881, Actor_257, Actor_543",Australia,"July 08, 2011",1953,TV-14,82 min,Anime Series,Description for Title_7155
s7156,TV Show,Title_7156,Director_127,Actor_524,Canada,"June 23, 2012",2012,TV-MA,5 Seasons,"Stand-Up Comedy, Reality TV, Comedies",Description for Title_7156
s7157,Movie,Title_7157,Director_33,"Actor_21, Actor_356, Actor_573, Actor_539",United States,"September 19, 2012",2012,TV-14,168 min,"Anime Series, Documentaries, Thrillers",Description for Title_7157
s7158,Movie,Title_7158,Director_131,"Actor_643, Actor_599, Actor_756, Actor_514",Japan,"September 12, 2014",1945,TV-PG,131 min,"Crime TV Shows, Comedies",Description for Title_7158
s7159,Movie,Title_7159,Director_369,"Actor_398, Actor_346, Actor_891, Actor_13, Actor_214",India,"February 19, 2020",2002,TV-G,143 min,"Sci-Fi & Fantasy, Documentaries, Anime Series",Description for Title_7159
s7160,Movie,Title_7160,Director_307,Actor_514,United Kingdom,"July 16, 2019",1986,PG-13,137 min,"Sci-Fi & Fantasy, Stand-Up Comedy, Thrillers",Description for Title_7160
s7161,TV Show,Title_7161,Director_51,"Actor_575, Actor_377, Actor_89, Actor_685, Actor_242",United Kingdom,"April 30, 2012",1991,PG-13,4 Seasons,"Stand-Up Comedy, Romantic Movies",Description for Title_7161
s7162,Movie,Title_7162,,,India,"September 26, 2014",1991,TV-14,78 min,Romantic Movies,Description for Title_7162
s7163,Movie,Title_7163,Director_259,"Actor_975, Actor_844, Actor_32, Actor_19, Actor_364",Spain,"August 02, 2009",2015,TV-Y,168 min,"Children & Family Movies, Sci-Fi & Fantasy",Description for Title_7163
s7164,TV Show,Title_7164,Director_350,,Turkey,"October 16, 2018",1989,TV-G,6 Seasons,Horror Movies,Description for Title_7164
s7165,TV Show,Title_7165,Director_307,,United States,"July 14, 2008",1964,TV-G,6 Seasons,"Reality TV, Documentaries, Horror Movies",Description for Title_7165
s7166,Movie,Title_7166,,,Argentina,"November 28, 2008",1949,TV-MA,93 min,"Comedies, Action & Adventure",Description for Title_7166
s7167,TV Show,Title_7167,Director_381,"Actor_691, Actor_134",United Kingdom,"June 18, 2016",1970,TV-PG,3 Seasons,"Stand-Up Comedy, Reality TV",Description for Title_7167
s7168,Movie,Title_7168,,"Actor_801, Actor_757, Actor_182, Actor_511",South Korea,"December 01, 2020",1984,R,91 min,"Sci-Fi & Fantasy, Comedies, Reality TV",Description for Title_7168
s7169,Movie,Title_7169,Director_493,"Actor_123, Actor_670",Brazil,"October 19, 2009",1994,TV-14,108 min,Horror Movies,Description for Title_7169
s7170,Movie,Title_7170,,"Actor_505, Actor_200, Actor_950, Actor_708, Actor_946",India,"December 04, 2009",1947,UR,149 min,Dramas,Description for Title_7170
s7171,Movie,Title_7171,,,Italy,"August 18, 2021",1965,TV-14,145 min,Crime TV Shows,Description for Title_7171
s7172,TV Show,Title_7172,Director_30,"Actor_860, Actor_207, Actor_705",United States,"December 20, 2011",2015,TV-MA,9 Season,"Children & Family Movies, Docuseries",Description for Title_7172
s7173,Movie,Title_7173,Director_497,,United States,"June 06, 2011",1955,TV-14,107 min,Thrillers,Description for Title_7173
s7174,TV Show,Title_7174,Director_95,"Actor_796, Actor_94",Japan,"June 07, 2009",1993,TV-14,4 Seasons,"Comedies, International Movies",Description for Title_7174
s7175,Movie,Title_7175,Director_253,"Actor_217, Actor_759, Actor_514, Actor_552",Turkey,"March 14, 2014",2011,TV-Y7,145 min,International Movies,Description for Title_7175
s7176,Movie,Title_7176,,"Actor_550, Actor_428",Taiwan,"August 19, 2014",1945,TV-14,113 min,"International Movies, Thrillers, Stand-Up Comedy",Description for Title_7176
s7177,TV Show,Title_7177,Director_133,"Actor_863, Actor_43, Actor_336",Japan,"February 05, 2008",1999,TV-14,9 Seasons,"Comedies, Crime TV Shows, Horror Movies",Description for Title_7177
s7178,TV Show,Title_7178,,"Actor_166, Actor_483, Actor_643, Actor_947, Actor_803",United Kingdom,"February 14, 2010",2020,R,5 Seasons,"Horror Movies, Docuseries, Anime Series",Description for Title_7178
s7179,Movie,Title_7179,,,United States,"January 28, 2008",1978,TV-MA,167 min,"Comedies, Stand-Up Comedy, Reality TV",Description for Title_7179
s7180,Movie,Title_7180,Director_483,Actor_872,Nigeria,"March 26, 2008",1989,PG-13,171 min,"Thrillers, Docuseries, Children & Family Movies",Description for Title_7180
s7181,Movie,Title_7181,,"Actor_388, Actor_45, Actor_430",United States,"February 13, 2014",1980,PG-13,126 min,"Reality TV, Crime TV Shows",Description for Title_7181
s7182,Movie,Title_7182,,"Actor_642, Actor_160",Mexico,"June 10, 2014",2007,TV-14,71 min,Stand-Up Comedy,Description for Title_7182
s7183,TV Show,Title_7183,Director_468,"Actor_44, Actor_119, Actor_900",United Kingdom,"July 25, 2017",1954,G,3 Seasons,"Action & Adventure, Reality TV",Description for Title_7183
s7184,TV Show,Title_7184,Director_464,"Actor_892, Actor_779, Actor_561",France,"September 21, 2019",2007,TV-PG,2 Seasons,"Action & Adventure, Sci-Fi & Fantasy",Description for Title_7184
s7185,Movie,Title_7185,,,India,"September 27, 2020",2001,R,90 min,"Crime TV Shows, Horror Movies, Romantic Movies",Description for Title_7185
s7186,TV Show,Title_7186,Director_31,"Actor_721, Actor_14, Actor_180, Actor_709",Egypt,"December 31, 2014",1982,TV-Y7,8 Seasons,"Dramas, Thrillers, Sci-Fi & Fantasy",Description for Title_7186
s7187,Movie,Title_7187,Director_470,"Actor_368, Actor_409, Actor_777",Canada,"October 22, 2019",1973,R,101 min,"Horror Movies, Romantic Movies, Sci-Fi & Fantasy",Description for Title_7187
s7188,Movie,Title_7188,Director_159,"Actor_222, Actor_563, Actor_69",Argentina,"September 13, 2008",1993,TV-14,137 min,"Docuseries, Documentaries, Children & Family Movies",Description for Title_7188
s7189,Movie,Title_7189,,"Actor_881, Actor_158",United States,"June 03, 2018",1946,TV-MA,138 min,"Reality TV, Romantic Movies, Anime Series",Description for Title_7189
s7190,Movie,Title_7190,,"Actor_59, Actor_738, Actor_822, Actor_8, Actor_765",Canada,"December 18, 2011",2008,PG-13,144 min,"Sci-Fi & Fantasy, Comedies, Children & Family Movies",Description for Title_7190
s7191,Movie,Title_7191,,,Spain,"February 06, 2020",2007,G,138 min,Action & Adventure,Description for Title_7191
s7192,Movie,Title_7192,Director_28,Actor_300,Mexico,"February 22, 2014",2019,TV-14,85 min,"Stand-Up Comedy, Crime TV Shows",Description for Title_7192
